ID,Name,Handedness,Birthday,Country,Full Name
0000003386,顏嘉威,右投右打,1989/05/12,中華民國,
0000003387,黃柏揚,右投左打,1989/07/19,中華民國,
0000003388,林佳宏,右投右打,1986/08/29,中華民國,
0000003389,黃涵裕,右投右打,1986/09/02,中華民國,
0000003391,鄭繼剛,右投右打,1984/10/14,中華民國,
0000003392,鄧志永,右投右打,1985/12/25,中華民國,
0000003393,王鏡銘,右投右打,1986/01/16,中華民國,
0000003394,黃啟書,右投右打,1986/02/08,中華民國,
0000003395,張正偉,左投左打,1986/08/05,中華民國,Malo Ipong
0000003400,盧劭禹,右投右打,1987/12/16,中華民國,
0000003401,傅于剛,右投右打,1988/01/18,中華民國,
0000003402,葉景川,右投左打,1987/11/14,中華民國,
0000003405,馬仲權,右投右打,1988/01/22,中華民國,
0000003407,王立名,右投右打,1989/01/17,中華民國,
0000003411,廖健富,右投右打,1988/12/22,中華民國,
0000003416,林文傑,左投左打,1989/01/03,中華民國,
0000003417,楊育瑋,右投右打,1988/02/16,中華民國,
0000003418,柯景瀚,右投右打,1988/11/18,中華民國,
0000003419,張詠漢,左投左打,1988/09/18,中華民國,
0000003421,干易哲,右投右打,1988/10/06,中華民國,
0000003424,林彥辰,右投右打,1989/04/09,中華民國,
0000003430,張榮勝,右投右打,1986/03/26,中華民國,
0000003431,謝炫任,左投左打,1986/02/06,中華民國,
0000003433,李祖岑,左投左打,1986/05/18,中華民國,
0000003435,張淯虎,右投右打,1987/05/02,中華民國,
0000003436,陳凱倫,右投右打,1987/10/31,中華民國,
0000003437,李維祥,左投左打,1987/08/18,中華民國,
0000003439,陳威儒,右投右打,1985/11/07,中華民國,
0000003440,林凱倫,右投右打,1987/12/05,中華民國,
0000003441,陳樹貴,右投左打,1988/09/17,中華民國,
0000003442,蔡萬霖,右投右打,1988/05/12,中華民國,
0000003444,曹錦輝,右投右打,1981/06/02,中華民國,
0000003445,蕭宇奇,左投左打,1987/08/06,中華民國,
0000003446,蔡孟修,右投右打,1990/05/13,中華民國,
0000003447,劉權和,右投右打,1986/11/19,中華民國,
0000003448,邱景彥,右投右打,1986/12/23,中華民國,
0000003449,陳嘉崇,右投右打,1988/06/07,中華民國,
0000003450,劉寬振,右投左打,1986/11/19,中華民國,
0000003451,張裕耀,右投右打,1988/10/31,中華民國,
0000003452,林彥均,右投右打,1990/09/10,中華民國,
0000003453,鄧伊善,右投右打,1990/03/12,中華民國,
0000003454,許瑋瓏,右投左打,1990/01/10,中華民國,
0000003455,薛种帷,右投右打,1990/06/29,中華民國,
0000003456,傅勁凱,右投右打,1990/02/05,中華民國,
0000003457,蔡孟倫,右投右打,1989/04/11,中華民國,
0000003458,鄭崴壬,右投右打,1986/04/01,中華民國,
0000003459,黃中辰,右投右打,1987/10/20,中華民國,
0000003460,羅堃,右投右打,1989/12/26,中華民國,
0000003461,吳忠威,右投右打,1989/12/30,中華民國,
0000003462,林君亮,右投左打,1990/02/18,中華民國,
0000003463,廖健評,右投右打,1987/04/29,中華民國,
0000003464,林世傑,右投右打,1987/08/22,中華民國,
0000003465,王溢正,左投左打,1985/10/09,中華民國,
0000003466,馬學平,右投右打,1985/10/31,中華民國,
0000003467,林泓育,右投右打,1986/03/21,中華民國,
0000003468,陳雁風,右投右打,1986/08/22,中華民國,
0000003469,何信賢,左投左打,1986/04/14,中華民國,
0000003470,顏保羅,右投左打,1988/01/11,中華民國,
0000003471,陳逸宸,右投右打,1986/04/08,中華民國,
0000003472,林椲紘,右投右打,1985/11/12,中華民國,
0000003473,曾保羅,右投右打,1985/08/11,中華民國,
0000003474,陳政陽,右投右打,1985/04/17,中華民國,
0000003475,林根緯,右投右打,1986/03/26,中華民國,
0000003476,邱文輝,右投右打,1989/08/20,中華民國,
0000003477,蘇榮泰,右投左打,1988/11/18,中華民國,
0000003478,蔡欣宏,右投右打,1990/04/24,中華民國,
0000003479,方健智,右投右打,1989/08/26,中華民國,
0000003480,林苡任,右投右打,1990/04/19,中華民國,
0000003481,林建華,右投右打,1989/11/11,中華民國,
0000003482,高偉傑,左投左打,1990/08/17,中華民國,
0000003483,陳鑫官,右投右打,1990/01/15,中華民國,
0000003484,張勝彥,右投右打,1979/10/16,中華民國,
0000003486,周柏翰,右投右打,1989/09/13,中華民國,
0000003487,林佳儒,右投右打,1990/04/25,中華民國,
0000003488,李俊逸,右投右打,1989/02/09,中華民國,
0000003489,鄭祐豪,右投右打,1988/01/14,中華民國,
0000003490,曾冠儒,左投左打,1989/07/15,中華民國,
0000003491,黃俊欽,右投右打,1987/02/09,中華民國,
0000003492,張翰華,右投右打,1989/11/03,中華民國,
0000003494,陽政達,右投右打,1987/02/10,中華民國,
0000003495,羅威亞,右投右打,1990/01/30,中華民國,
0000003496,鍾凱華,右投右打,1989/12/07,中華民國,
0000003497,張碩,右投右打,1990/04/13,中華民國,
0000003498,高挺耀,右投右打,1986/12/05,中華民國,
0000003499,陳勝雄,右投右打,1988/09/04,中華民國,
0000003500,吳界煌,右投右打,1989/10/05,中華民國,
0000003501,吳俊逸,右投右打,1990/01/30,中華民國,
0000003502,徐睿擇,右投左打,1988/01/26,中華民國,
0000003503,黃士展,右投右打,1990/01/06,中華民國,
0000003504,邱文佑,右投右打,1989/10/05,中華民國,
0000003505,李國生,右投右打,1989/10/31,中華民國,
0000003506,謝榮豪,右投右打,1990/07/09,中華民國,
0000003507,楊勝智,右投左打,1990/07/22,中華民國,
0000003508,許文錚,右投右打,1987/10/27,中華民國,
0000003509,洪誌陽,右投右打,1985/11/07,中華民國,
0000003510,杜嘉瑋,右投左打,1990/01/12,中華民國,
0000003511,石孝榮,右投右打,1988/03/09,中華民國,
0000003512,卓鉦育,右投左打,1988/07/15,中華民國,
0000003513,羅國華,右投右打,1986/11/08,中華民國,
0000003514,蔡明覺,右投右打,1987/04/04,中華民國,
0000003516,林嘉豪,右投右打,1987/05/24,中華民國,
0000003517,方昶詠,右投右打,1990/01/29,中華民國,
0000003518,謝富仲,右投右打,1987/07/25,中華民國,
0000003519,李彥緯,右投右打,1990/12/16,中華民國,
0000003520,鄭冠偉,右投右打,1989/12/07,中華民國,
0000003521,黃聖傑,右投右打,1989/10/29,中華民國,
0000003522,莫生政,右投右打,1988/03/29,中華民國,
0000003523,鄭宇神,右投右打,1989/05/18,中華民國,
0000003524,黃勢勛,左投左打,1990/03/20,中華民國,
0000003525,林丹盛,右投右打,1991/04/09,中華民國,
0000003526,田治加,右投右打,1988/11/03,中華民國,
0000003527,李峻旗,左投左打,1987/09/03,中華民國,
0000003528,翁克堯,右投右打,1988/02/15,中華民國,
0000003529,陳偉志,右投右打,1988/09/23,中華民國,
0000003530,黃玉璽,右投右打,1989/08/31,中華民國,
0000003531,黃梓育,右投右打,1989/03/31,中華民國,
0000003532,何承曄,右投右打,1990/11/01,中華民國,
0000003533,藍寅倫,右投左打,1990/05/07,中華民國,
0000003534,陳勁維,右投右打,1988/10/22,中華民國,
0000003535,郭駿傑,右投右打,1987/02/11,中華民國,
0000003536,林家瑋,左投左打,1987/03/28,中華民國,
0000003537,林政億,右投右打,1986/12/05,中華民國,
0000003538,林志祥,右投左打,1987/03/08,中華民國,
0000003539,陽龍華,右投右打,1988/07/31,中華民國,
0000003540,黃淯暟,右投右打,1986/11/09,中華民國,
0000003541,黃伯楷,右投右打,1987/08/25,中華民國,
0000003542,趙柏閣,右投右打,1990/02/27,中華民國,
0000003544,許健利,左投左打,1986/08/14,中華民國,
0000003545,張延勳,右投右打,1986/07/11,中華民國,
0000003546,溫元川,右投右打,1986/06/30,中華民國,
0000003548,黃鈞聲,右投右打,1989/01/19,中華民國,
0000003550,陳申宸,右投右打,1990/08/08,中華民國,
0000003551,羅國龍,右投右打,1989/06/24,中華民國,
0000003552,吳清一,右投左打,1987/12/19,中華民國,
0000003553,施凱翔,右投右打,1990/06/13,中華民國,
0000003554,林旺億,右投右打,1988/06/28,中華民國,
0000003556,王寶篁,右投右打,1988/07/14,中華民國,
0000003557,黃劉清,右投右打,1988/08/28,中華民國,
0000003558,江子健,右投左打,1988/04/14,中華民國,
0000003559,徐育澄,右投左打,1987/10/23,中華民國,
0000003560,邱品睿,左投左打,1987/12/13,中華民國,
0000003561,蔡昇峰,右投右打,1988/03/20,中華民國,
0000003562,黃郁倫,右投左打,1988/05/12,中華民國,
0000003563,余德龍,右投右打,1988/06/12,中華民國,
0000003564,江俊傑,右投右打,1988/07/14,中華民國,
0000003565,林室澄,右投右打,1985/11/21,中華民國,
0000003566,王瑞祥,右投右打,1991/10/24,中華民國,
0000003567,翁瑋鍾,右投右打,1989/08/13,中華民國,
0000003568,陳正龍,右投左打,1988/10/22,中華民國,
0000003570,劉永淳,左投左打,1991/11/14,中華民國,
0000003571,羅國禎,右投右打,1980/11/05,中華民國,
0000003572,吳冠晉,左投左打,1989/12/22,中華民國,
0000003573,李忠勳,右投右打,1988/07/10,中華民國,
0000003574,陳一嘉,右投右打,1989/02/03,中華民國,
0000003575,劉聖侖,右投右打,1991/09/27,中華民國,
0000003576,余宗哲,右投右打,1989/03/10,中華民國,
0000003577,陳聖恩,右投右打,1989/09/02,中華民國,
0000003578,傅達新,右投右打,1989/10/26,中華民國,
0000003579,張峻源,右投右打,1990/01/08,中華民國,
0000003580,許凱迪,右投右打,1989/02/27,中華民國,
0000003581,李振堯,右投右打,1990/05/05,中華民國,
0000003582,曹家瑋,右投右打,1989/12/31,中華民國,
0000003583,林彥宏,右投右打,1988/12/25,中華民國,
0000003584,黃思漢,右投右打,1990/01/21,中華民國,
0000003585,王晨安,右投右打,1992/07/03,中華民國,
0000003586,陳亞峻,右投右打,1990/04/02,中華民國,
0000003587,柯尊偉,右投右打,1990/04/20,中華民國,
0000003588,徐毅智,左投左打,1990/09/05,中華民國,
0000003589,楊家齊,右投右打,1989/11/08,中華民國,
0000003590,廖椿儒,左投左打,1989/09/18,中華民國,
0000003591,潘振瑋,右投右打,1989/01/04,中華民國,
0000003592,李柏霖,右投右打,1992/01/19,中華民國,
0000003593,單復昇,右投右打,1986/07/18,中華民國,
0000003594,蕭明治,右投右打,1981/11/04,中華民國,
0000003595,劉品辰,右投右打,1981/06/18,中華民國,
0000003597,張耿維,右投左打,1987/08/19,中華民國,
0000003598,江明宜,右投右打,1988/04/10,中華民國,
0000003599,蔡維陵,右投右打,1989/02/13,中華民國,
0000003600,趙品惟,右投右打,1989/09/10,中華民國,
0000003601,伍家徵,右投右打,1989/12/04,中華民國,
0000003602,張志強,右投左打,1989/12/21,中華民國,
0000003603,風聖國,左投左打,1990/04/01,中華民國,
0000003604,周暐峻,右投右打,1990/07/10,中華民國,
0000003605,李杜軒,右投右打,1988/04/21,中華民國,
0000003606,陳鴻文,右投右打,1986/02/03,中華民國,
0000003607,林羿豪,右投右打,1991/01/02,中華民國,
0000003608,曾仁和,右投左打,1994/10/03,中華民國,
0000003609,陳俊秀,右投右打,1988/11/01,中華民國,
0000003610,曾琮萱,右投右打,1987/10/01,中華民國,
0000003612,郭泓志,左投左打,1981/07/23,中華民國,
0000003613,羅錦龍,右投右打,1985/08/20,中華民國,
0000003615,胡金龍,右投右打,1984/02/02,中華民國,
0000003616,黃偉晟,右投右打,1990/03/06,中華民國,
0000003617,陽冠威,右投右打,1989/09/02,中華民國,
0000003618,王峻杰,右投右打,1989/01/04,中華民國,
0000003619,吳明旭,右投右打,1988/04/16,中華民國,
0000003620,江承峰,右投右打,1988/10/14,中華民國,
0000003621,吳培輝,右投右打,1986/09/20,中華民國,
0000003622,陳修崎,右投左打,1995/06/22,中華民國,
0000003623,郭信甫,右投右打,1993/09/29,中華民國,
0000003624,林駿融,右投右打,1995/02/25,中華民國,
0000003625,吉力吉撈鞏冠,右投右打,1994/03/13,中華民國,Giljegiljaw Kungkuan
0000003626,薛丞祐,右投右打,1994/11/30,中華民國,
0000003627,李文傑,右投右打,1994/09/27,中華民國,
0000003628,張竣凱,右投右打,1994/12/05,中華民國,
0000003629,曾增鑫,右投右打,1995/05/08,中華民國,
0000003630,曾貫忠,右投右打,1995/06/16,中華民國,
0000003631,許禹壕,右投右打,1994/11/29,中華民國,
0000003632,薛博安,右投左打,1994/08/18,中華民國,
0000003633,胡宸浩,右投右打,1995/08/25,中華民國,
0000003634,林憲章,右投右打,1988/04/30,中華民國,
0000003635,林鴻志,右投右打,1998/01/29,中華民國,
0000003636,簡宇,右投右打,1995/04/03,中華民國,
0000003637,鄭皓達,右投右打,1988/11/30,中華民國,
0000003638,陳聖德,右投右打,1996/02/01,中華民國,
0000003639,呂彥青,左投左打,1996/03/10,中華民國,
0000003640,廖偉傑,右投右打,1993/10/12,中華民國,
0000003641,蘇俊嘉,右投右打,1994/09/21,中華民國,
0000003642,黃緯麟,右投右打,1993/11/17,中華民國,
0000003643,徐彩筌,右投右打,1993/10/31,中華民國,
0000003644,陳明軒,右投右打,1993/09/17,中華民國,
0000003645,柯育民,右投右打,1997/11/14,中華民國,
0000003647,鄭安家,右投右打,1994/09/23,中華民國,
0000003648,潘威丞,右投右打,1994/05/26,中華民國,
0000003660,陽耀勳,左投左打,1983/01/22,中華民國,
0000003732,黃自強,右投右打,1972/02/03,中華民國,
0000003733,林振賢,右投右打,1960/09/02,中華民國,
0000003734,剛烈,右投右打,1964/08/20,多明尼加,Julian Gozales
0000003735,陳該發,右投右打,1968/11/09,中華民國,
0000003736,童琮輝,右投右打,1968/11/20,中華民國,
0000003737,林琨瀚,右投右打,1968/01/05,中華民國,
0000003738,林仲秋,右投右打,1958/09/23,中華民國,
0000003739,侯明坤,右投右打,1961/10/13,中華民國,
0000003740,羅魁,右投右打,1962/08/12,委內瑞拉,Urbano Lugo
0000003741,霸多,右投左右開弓,1962/09/08,美國,Alberto Pardo
0000003742,中井伸之,右投右打,1971/07/30,日本,Nakai Nobuyuki
0000003743,游宗龍,右投右打,1964/09/01,中華民國,
0000003744,康雷,右投右打,1964/10/21,多明尼加,Angel Gonzalez
0000003745,陳俊智,右投右打,1971/12/31,中華民國,
0000003746,鄧耀華,左投左打,1964/10/07,中華民國,
0000003747,百漢,右投左右開弓,1961/08/12,美國,Baham Anthony
0000003748,涂鴻欽,右投右打,1964/08/17,中華民國,
0000003749,翁豐堉,右投右打,1964/10/09,中華民國,
0000003750,劉義傳,右投右打,1962/01/13,中華民國,
0000003751,巧福,右投右打,1966/10/10,多明尼加,Meji Emilio
0000003752,艾力,右投右打,1966/04/08,美國,Alex Sanchez
0000003753,何良志,右投右打,1961/03/20,中華民國,
0000003754,康明杉,右投右打,1964/01/03,中華民國,
0000003755,帝孟,右投右打,1966/08/06,美國,Timothy  Delgado
0000003756,蔡生豐,右投右打,1963/09/01,中華民國,
0000003757,藍文成,右投右打,1962/08/29,中華民國,
0000003758,黃武雄,左投左打,1961/09/06,中華民國,
0000003759,鷹俠,右投右打,1967/02/03,巴拿馬,Luis Iglesias
0000003760,蔣坤珄,右投右打,1960/12/04,中華民國,
0000003761,塗永樑,右投右打,1965/11/10,中華民國,
0000003762,哥雅,左投左打,1962/11/16,多明尼加,Leonardo Garcia
0000003763,鄭幸生,右投右打,1960/01/22,中華民國,
0000003764,徐整當,右投右打,1965/10/20,中華民國,
0000003765,李杜宏,左投右打,1959/11/14,中華民國,
0000003766,陳正中,右投右打,1962/04/06,中華民國,
0000003767,許錫華,左投左打,1962/08/01,中華民國,
0000003768,李偉,右投右打,1966/11/22,多明尼加,Ervin Rivera
0000003769,周德賢,右投右打,1969/11/10,中華民國,
0000003770,孟雷,右投左右開弓,1957/11/01,多明尼加,Jose Moreno
0000003771,武侯,右投右打,1957/08/07,多明尼加,Anazario  Araujo
0000003772,大地,右投右打,1965/08/11,美國,Stanley Tarutis
0000003773,特力,左投左打,1970/11/05,美國,Terry  Rosenkranz
0000003774,秘力,左投右打,1961/03/10,多明尼加,John  Miglio
0000003775,高明,右投右打,1966/01/19,美國,Kevin Coffman
0000003776,將生,右投右打,1963/02/10,美國,Dane Johnson
0000003777,曹清來,右投右打,1965/02/16,中華民國,
0000003778,陳明德,左投左打,1964/01/06,中華民國,
0000003779,揚戈,右投左右開弓,1963/10/04,美國,Delwyn Young
